temperature,pressure,oxygen,water,gravity,label
27.617663249443826,0.22792913758338174,0.052407802218466956,0.06925873527392717,0.9006464769064993,1
23.64590119771263,0.8248999815550606,0.11106657290037503,0.42081032898432463,0.6120869665492084,1
31.761504518876922,0.05565628261348532,0.03725427165223734,0.31625828500849623,0.8003607012712829,1
19.58930973527388,1.0833528961608925,0.28555774651236737,0.7398158465990525,1.021066846520311,2
68.33835361940075,8.163977263615706,0.0915474991611869,0.4712289192666481,0.940243765734543,0
24.105476000612818,0.24890589366812393,0.07443931707612507,0.3677951787336523,0.9458473898621507,1
24.76424011593417,0.4705070457636872,0.10682038772081122,0.501282208005311,0.6185346881255469,1
79.45653442710437,0.1367765110464414,0.2868678591228461,0.34132090072253035,2.176988151057998,0
15.601478158559495,0.9677320161157864,0.2505698277245796,0.6877525103221734,1.054090851856099,2
-66.04461204837557,7.532364143087609,0.07824932400750263,0.3362835975473115,3.901032861005955,0
-14.722021046114975,2.464598696375051,0.2763088548161406,0.11906103571387477,3.6716170410926234,0
11.615389998470206,1.049403018628274,0.17709417554623716,0.6811451304124295,1.0460271624982305,2
13.771284679570279,0.893760647185312,0.15551834813288057,0.6288999136371155,1.0637324683023073,2
15.95183056072493,1.00017705252486,0.14251023105711852,0.41578196361382685,0.8650518996459164,1
-54.57472688162688,3.4869789536163665,0.13726362221202362,0.04659439298615642,1.1486732705926428,0
16.843366544364507,1.0696954404510737,0.20772438773493787,0.6543881253239219,0.9608123234613134,2
14.446262661587577,0.6358269056230084,0.1825959491026925,0.1410212705996619,1.0980275044199683,1
7.424044689007239,0.9865982833327083,0.17070069836825086,0.7152258490497483,1.1294985584816957,2
29.80889345364278,0.4050068648191951,0.22016429198212256,0.11934444071564881,1.4595480689517182,0
-93.55692790992542,3.887951189614026,0.15795468495648907,0.16301172613899245,3.4731114372023826,0
7.607390048162863,0.982737270005918,0.16887900338088996,0.7814609790636617,1.0932434870954668,2
11.886502400897031,0.7847109407047517,0.28111849308492537,0.6811961126077923,1.0605606232631313,2
16.246918418553776,1.0638051101440757,0.1734521862142263,0.8109471788595969,1.0827115428565768,2
-72.58641149191038,2.7690168974093767,0.05956572106112787,0.4129267171694824,3.0600046877843408,0
29.537387827336573,0.7695078705040956,0.04682288875732127,0.43104672570275215,1.0847907691082335,1
11.223108297442622,8.27671135569194,0.0641138924557737,0.2548613527832405,0.4422787034276826,0
-34.635938749653576,4.223518727007345,0.18249582042002013,0.36732724892653196,4.281766744067543,0
25.711520743939268,0.07219456486386439,0.09598217753492444,0.21347249673329433,0.7016911172386191,1
19.497999377166252,1.0919076482987768,0.23091991104443418,0.8776393027208202,0.8944910631823305,2
21.575673698736736,0.21822753779539794,0.06894752188548299,0.2979295420184527,0.7869179532809213,1
